comparison,metric,system_a,system_a_label,system_b,system_b_label,direction,n_cards,mean_delta,ci_low,ci_high,probability_delta_gt_zero
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,qsar_gbt,QSAR gradient boosting,system_a_minus_system_b,50,0.49439999999999856,-0.530155000000001,1.485439999999998,0.842
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,qsar_gbt,QSAR gradient boosting,system_a_minus_system_b,50,0.009428635023480918,-0.0008779615603401415,0.019883763683841683,0.9615
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,qsar_gbt,QSAR gradient boosting,system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,qsar_rf,QSAR random forest,system_a_minus_system_b,50,0.748199999999998,0.0341574999999995,1.4636074999999982,0.979
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,qsar_rf,QSAR random forest,system_a_minus_system_b,50,0.0089640169088305,0.0020053878137950036,0.015983427827554058,0.995
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,qsar_rf,QSAR random forest,system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",system_a_minus_system_b,50,3.193899999999997,1.8578874999999948,4.6085749999999965,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",system_a_minus_system_b,50,0.028298961333990326,0.015243774640305244,0.04252023278874821,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_validator__openai_frontier_selector,"LLM plus validator - OpenAI gpt-5.5, low reasoning, Direct JSON",system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",system_a_minus_system_b,50,3.694799999999999,2.3806949999999967,4.997984999999999,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",system_a_minus_system_b,50,0.03610906193957379,0.022801820563241638,0.05032150038923684,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_tools_validator__openai_frontier_selector,"LLM plus tools and validator - OpenAI gpt-5.5, low reasoning, Direct JSON",system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_tools__openai_frontier_selector,"LLM plus tool summaries - OpenAI gpt-5.5, low reasoning, Direct JSON",system_a_minus_system_b,50,4.209499999999998,2.8114900000000005,5.6240324999999975,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_tools__openai_frontier_selector,"LLM plus tool summaries - OpenAI gpt-5.5, low reasoning, Direct JSON",system_a_minus_system_b,50,0.03942203016649617,0.02424504494557069,0.05534907251277016,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_tools__openai_frontier_selector,"LLM plus tool summaries - OpenAI gpt-5.5, low reasoning, Direct JSON",system_a_minus_system_b,50,0.009999999999999998,0.0019999999999999996,0.021999999999999992,0.984
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,bare_llm__openai_frontier_selector,"Bare LLM - OpenAI gpt-5.5, low reasoning, Direct JSON",system_a_minus_system_b,50,5.601099999999999,3.7676874999999956,7.637449999999998,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,bare_llm__openai_frontier_selector,"Bare LLM - OpenAI gpt-5.5, low reasoning, Direct JSON",system_a_minus_system_b,50,0.06253550583432385,0.03975964642862622,0.08948830499998152,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,bare_llm__openai_frontier_selector,"Bare LLM - OpenAI gpt-5.5, low reasoning, Direct JSON",system_a_minus_system_b,50,0.03799999999999999,0.019999999999999997,0.059999999999999984,1.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_tools_validator__anthropic_frontier_selector,"LLM plus tools and validator - Anthropic claude-opus-4-7, no extended thinking, Direct JSON",system_a_minus_system_b,50,6.911599999999998,5.1671925,8.6795175,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_tools_validator__anthropic_frontier_selector,"LLM plus tools and validator - Anthropic claude-opus-4-7, no extended thinking, Direct JSON",system_a_minus_system_b,50,0.0755390101567113,0.05629091039005394,0.09528205689751357,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_tools_validator__anthropic_frontier_selector,"LLM plus tools and validator - Anthropic claude-opus-4-7, no extended thinking, Direct JSON",system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_validator__anthropic_frontier_selector,"LLM plus validator - Anthropic claude-opus-4-7, no extended thinking, Direct JSON",system_a_minus_system_b,50,7.108299999999998,5.054192499999997,9.419367499999996,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_validator__anthropic_frontier_selector,"LLM plus validator - Anthropic claude-opus-4-7, no extended thinking, Direct JSON",system_a_minus_system_b,50,0.07711096870344725,0.05359430762029609,0.10223103017217437,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_validator__anthropic_frontier_selector,"LLM plus validator - Anthropic claude-opus-4-7, no extended thinking, Direct JSON",system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_tools_validator__anthropic_frontier,"LLM plus tools and validator - Anthropic claude-opus-4-7, original full-pool prompt, no explicit thinking budget",system_a_minus_system_b,50,7.403099999999998,5.734467499999998,9.228514999999998,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_tools_validator__anthropic_frontier,"LLM plus tools and validator - Anthropic claude-opus-4-7, original full-pool prompt, no explicit thinking budget",system_a_minus_system_b,50,0.0772568732846509,0.058843079077845334,0.0961841096157869,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_tools_validator__anthropic_frontier,"LLM plus tools and validator - Anthropic claude-opus-4-7, original full-pool prompt, no explicit thinking budget",system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_validator__anthropic_frontier,"LLM plus validator - Anthropic claude-opus-4-7, original full-pool prompt, no explicit thinking budget",system_a_minus_system_b,50,7.643399999999997,5.675574999999998,9.793484999999995,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_validator__anthropic_frontier,"LLM plus validator - Anthropic claude-opus-4-7, original full-pool prompt, no explicit thinking budget",system_a_minus_system_b,50,0.0786376209332166,0.05702549402195474,0.10165416514080167,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_validator__anthropic_frontier,"LLM plus validator - Anthropic claude-opus-4-7, original full-pool prompt, no explicit thinking budget",system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,similarity_to_best_active,Similarity-to-best-active baseline,system_a_minus_system_b,50,7.779099999999997,5.519637499999999,10.268002499999993,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,similarity_to_best_active,Similarity-to-best-active baseline,system_a_minus_system_b,50,0.08432935636916904,0.05950377396997208,0.11211398723706312,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,similarity_to_best_active,Similarity-to-best-active baseline,system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_validator__deepseek_fast,"LLM plus validator - DeepSeek deepseek-v4-flash, thinking off, fast model",system_a_minus_system_b,50,12.980599999999999,10.672784999999998,15.347844999999996,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_validator__deepseek_fast,"LLM plus validator - DeepSeek deepseek-v4-flash, thinking off, fast model",system_a_minus_system_b,50,0.14701739842819475,0.12199271538299254,0.17203412375246102,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_validator__deepseek_fast,"LLM plus validator - DeepSeek deepseek-v4-flash, thinking off, fast model",system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_tools_validator__openai_fast,"LLM plus tools and validator - OpenAI gpt-5.4-mini, low reasoning, fast model",system_a_minus_system_b,50,13.680099999999996,11.109122499999996,16.128447499999993,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_tools_validator__openai_fast,"LLM plus tools and validator - OpenAI gpt-5.4-mini, low reasoning, fast model",system_a_minus_system_b,50,0.15808692069566457,0.12945411455488479,0.1855938139149559,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_tools_validator__openai_fast,"LLM plus tools and validator - OpenAI gpt-5.4-mini, low reasoning, fast model",system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_validator__deepseek_frontier_selector,"LLM plus validator - DeepSeek deepseek-v4-pro, thinking off, Direct JSON",system_a_minus_system_b,50,13.761,11.410419999999997,15.986835,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_validator__deepseek_frontier_selector,"LLM plus validator - DeepSeek deepseek-v4-pro, thinking off, Direct JSON",system_a_minus_system_b,50,0.15762508420215016,0.13213226978754594,0.1818893160199015,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_validator__deepseek_frontier_selector,"LLM plus validator - DeepSeek deepseek-v4-pro, thinking off, Direct JSON",system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_tools_validator__anthropic_fast,"LLM plus tools and validator - Anthropic claude-haiku-4-5-20251001, fast model",system_a_minus_system_b,50,14.156799999999999,11.89016,16.399127499999995,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_tools_validator__anthropic_fast,"LLM plus tools and validator - Anthropic claude-haiku-4-5-20251001, fast model",system_a_minus_system_b,50,0.15962578566745741,0.13380738427733496,0.18407856980448034,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_tools_validator__anthropic_fast,"LLM plus tools and validator - Anthropic claude-haiku-4-5-20251001, fast model",system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_tools_validator__deepseek_fast,"LLM plus tools and validator - DeepSeek deepseek-v4-flash, thinking off, fast model",system_a_minus_system_b,50,14.164899999999998,12.198182499999996,16.21771499999999,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_tools_validator__deepseek_fast,"LLM plus tools and validator - DeepSeek deepseek-v4-flash, thinking off, fast model",system_a_minus_system_b,50,0.1608643815363443,0.1384795669384743,0.18504458979976812,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_tools_validator__deepseek_fast,"LLM plus tools and validator - DeepSeek deepseek-v4-flash, thinking off, fast model",system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_validator__openai_fast,"LLM plus validator - OpenAI gpt-5.4-mini, low reasoning, fast model",system_a_minus_system_b,50,14.382199999999996,11.990352499999997,16.68285,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_validator__openai_fast,"LLM plus validator - OpenAI gpt-5.4-mini, low reasoning, fast model",system_a_minus_system_b,50,0.16561022024790772,0.13861659761281497,0.1916565155886148,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_validator__openai_fast,"LLM plus validator - OpenAI gpt-5.4-mini, low reasoning, fast model",system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_tools_validator__deepseek_frontier_selector,"LLM plus tools and validator - DeepSeek deepseek-v4-pro, thinking off, Direct JSON",system_a_minus_system_b,50,14.434499999999998,12.004054999999996,16.786184999999996,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_tools_validator__deepseek_frontier_selector,"LLM plus tools and validator - DeepSeek deepseek-v4-pro, thinking off, Direct JSON",system_a_minus_system_b,50,0.1694100126969997,0.14231912179627274,0.19603156456875526,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_tools_validator__deepseek_frontier_selector,"LLM plus tools and validator - DeepSeek deepseek-v4-pro, thinking off, Direct JSON",system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_validator__anthropic_fast,"LLM plus validator - Anthropic claude-haiku-4-5-20251001, fast model",system_a_minus_system_b,50,14.501499999999998,12.131044999999997,16.7894375,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_validator__anthropic_fast,"LLM plus validator - Anthropic claude-haiku-4-5-20251001, fast model",system_a_minus_system_b,50,0.16869843958669414,0.1426702178152762,0.19351596589656278,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_validator__anthropic_fast,"LLM plus validator - Anthropic claude-haiku-4-5-20251001, fast model",system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,random_valid,Random valid baseline,system_a_minus_system_b,50,14.538899999999996,12.959289999999996,16.166229999999995,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,random_valid,Random valid baseline,system_a_minus_system_b,50,0.17050879905611194,0.1521942019608692,0.18879492293944686,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,random_valid,Random valid baseline,system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,rules_only,Rule/desirability baseline,system_a_minus_system_b,50,15.339199999999998,13.37126,17.209482499999996,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,rules_only,Rule/desirability baseline,system_a_minus_system_b,50,0.17904801030552364,0.15702697921453856,0.2001135294318919,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,rules_only,Rule/desirability baseline,system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_tools_validator__openai_frontier,"LLM plus tools and validator - OpenAI gpt-5.5, high reasoning, original full-pool prompt",system_a_minus_system_b,50,15.339199999999998,13.37126,17.209482499999996,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_tools_validator__openai_frontier,"LLM plus tools and validator - OpenAI gpt-5.5, high reasoning, original full-pool prompt",system_a_minus_system_b,50,0.17904801030552364,0.15702697921453856,0.2001135294318919,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_tools_validator__openai_frontier,"LLM plus tools and validator - OpenAI gpt-5.5, high reasoning, original full-pool prompt",system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_validator__openai_frontier,"LLM plus validator - OpenAI gpt-5.5, high reasoning, original full-pool prompt",system_a_minus_system_b,50,15.339199999999998,13.37126,17.209482499999996,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_validator__openai_frontier,"LLM plus validator - OpenAI gpt-5.5, high reasoning, original full-pool prompt",system_a_minus_system_b,50,0.17904801030552364,0.15702697921453856,0.2001135294318919,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_validator__openai_frontier,"LLM plus validator - OpenAI gpt-5.5, high reasoning, original full-pool prompt",system_a_minus_system_b,50,0.0,0.0,0.0,0.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_tools__anthropic_frontier_selector,"LLM plus tool summaries - Anthropic claude-opus-4-7, no extended thinking, Direct JSON",system_a_minus_system_b,50,21.507499999999997,15.91325,27.282039999999977,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_tools__anthropic_frontier_selector,"LLM plus tool summaries - Anthropic claude-opus-4-7, no extended thinking, Direct JSON",system_a_minus_system_b,50,0.26360283544618013,0.19498772256098681,0.3321641439128208,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_tools__anthropic_frontier_selector,"LLM plus tool summaries - Anthropic claude-opus-4-7, no extended thinking, Direct JSON",system_a_minus_system_b,50,0.21799999999999994,0.14800000000000002,0.29,1.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_tools__anthropic_frontier,"LLM plus tool summaries - Anthropic claude-opus-4-7, original full-pool prompt, no explicit thinking budget",system_a_minus_system_b,50,21.960599999999996,17.036849999999994,26.9818525,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_tools__anthropic_frontier,"LLM plus tool summaries - Anthropic claude-opus-4-7, original full-pool prompt, no explicit thinking budget",system_a_minus_system_b,50,0.2873014408065176,0.22731957934342134,0.34830324556234465,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_tools__anthropic_frontier,"LLM plus tool summaries - Anthropic claude-opus-4-7, original full-pool prompt, no explicit thinking budget",system_a_minus_system_b,50,0.222,0.162,0.29,1.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_tools__anthropic_fast,"LLM plus tool summaries - Anthropic claude-haiku-4-5-20251001, fast model",system_a_minus_system_b,50,25.95,19.342857499999997,32.447722500000005,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_tools__anthropic_fast,"LLM plus tool summaries - Anthropic claude-haiku-4-5-20251001, fast model",system_a_minus_system_b,50,0.2999969882255532,0.22917292244721982,0.37012566450984014,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_tools__anthropic_fast,"LLM plus tool summaries - Anthropic claude-haiku-4-5-20251001, fast model",system_a_minus_system_b,50,0.19,0.11,0.27399999999999997,1.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_tools__deepseek_frontier_selector,"LLM plus tool summaries - DeepSeek deepseek-v4-pro, thinking off, Direct JSON",system_a_minus_system_b,50,25.974499999999992,20.741044999999996,31.126005,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_tools__deepseek_frontier_selector,"LLM plus tool summaries - DeepSeek deepseek-v4-pro, thinking off, Direct JSON",system_a_minus_system_b,50,0.3017077249609181,0.24438264242277533,0.36159636103821274,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_tools__deepseek_frontier_selector,"LLM plus tool summaries - DeepSeek deepseek-v4-pro, thinking off, Direct JSON",system_a_minus_system_b,50,0.19,0.12399999999999999,0.262,1.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,bare_llm__anthropic_frontier_selector,"Bare LLM - Anthropic claude-opus-4-7, no extended thinking, Direct JSON",system_a_minus_system_b,50,27.602599999999992,21.4963725,34.468284999999995,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,bare_llm__anthropic_frontier_selector,"Bare LLM - Anthropic claude-opus-4-7, no extended thinking, Direct JSON",system_a_minus_system_b,50,0.3295538995705259,0.2601147704470704,0.4020888231757899,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,bare_llm__anthropic_frontier_selector,"Bare LLM - Anthropic claude-opus-4-7, no extended thinking, Direct JSON",system_a_minus_system_b,50,0.308,0.23794999999999997,0.38799999999999996,1.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,bare_llm__anthropic_frontier,"Bare LLM - Anthropic claude-opus-4-7, original full-pool prompt, no explicit thinking budget",system_a_minus_system_b,50,28.0596,21.44013,34.82042499999999,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,bare_llm__anthropic_frontier,"Bare LLM - Anthropic claude-opus-4-7, original full-pool prompt, no explicit thinking budget",system_a_minus_system_b,50,0.3308582700856178,0.25373908060861566,0.410300481844713,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,bare_llm__anthropic_frontier,"Bare LLM - Anthropic claude-opus-4-7, original full-pool prompt, no explicit thinking budget",system_a_minus_system_b,50,0.318,0.24,0.402,1.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,llm_tools__openai_fast,"LLM plus tool summaries - OpenAI gpt-5.4-mini, low reasoning, fast model",system_a_minus_system_b,50,29.991899999999998,23.175330000000006,37.40606999999999,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,llm_tools__openai_fast,"LLM plus tool summaries - OpenAI gpt-5.4-mini, low reasoning, fast model",system_a_minus_system_b,50,0.36246685662906,0.28049981356500703,0.4475625104655579,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,llm_tools__openai_fast,"LLM plus tool summaries - OpenAI gpt-5.4-mini, low reasoning, fast model",system_a_minus_system_b,50,0.262,0.16799999999999998,0.36404999999999976,1.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,bare_llm__openai_fast,"Bare LLM - OpenAI gpt-5.4-mini, low reasoning, fast model",system_a_minus_system_b,50,30.315,22.823104999999995,38.17363749999998,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,bare_llm__openai_fast,"Bare LLM - OpenAI gpt-5.4-mini, low reasoning, fast model",system_a_minus_system_b,50,0.35261033081518806,0.2677867672274887,0.4397040610650561,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,bare_llm__openai_fast,"Bare LLM - OpenAI gpt-5.4-mini, low reasoning, fast model",system_a_minus_system_b,50,0.268,0.166,0.37599999999999995,1.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,bare_llm__anthropic_fast,"Bare LLM - Anthropic claude-haiku-4-5-20251001, fast model",system_a_minus_system_b,50,31.262199999999993,23.646639999999994,38.97478499999999,1.0
all_primary_pairs,ndcg_at_k,qsar_svm,QSAR linear SVR,bare_llm__anthropic_fast,"Bare LLM - Anthropic claude-haiku-4-5-20251001, fast model",system_a_minus_system_b,50,0.35950482140821793,0.27719130613318693,0.4442237540002686,1.0
all_primary_pairs,compliance_rate,qsar_svm,QSAR linear SVR,bare_llm__anthropic_fast,"Bare LLM - Anthropic claude-haiku-4-5-20251001, fast model",system_a_minus_system_b,50,0.25,0.14595,0.35800000000000004,1.0
all_primary_pairs,feasible_utility,qsar_svm,QSAR linear SVR,bare_llm__deepseek_frontier_selector,"Bare LLM - DeepSeek deepseek-v4-pro, thinking off, Direct JSON",system_a_minus_system_b,50,31.810699999999994,25.494442499999995,38.17782749999999,1.0
